customer_id,order_date,order_id,total_price
5233,07-01-2024,955,2219.82
5481,07-01-2024,13938,5112.5
5506,07-01-2024,9900,901.65
5662,07-01-2024,11085,1767.36
5973,07-01-2024,10995,1038.96
6223,07-01-2024,3752,346.92
6424,07-01-2024,7780,3120.69
6459,07-01-2024,11512,4174.24
6586,07-01-2024,7882,1277.71
6678,07-01-2024,5847,2549.6
6956,07-01-2024,2123,1330.71
7019,07-01-2024,2010,3531.02
7040,07-01-2024,14359,1349.94
7258,07-01-2024,6164,2750.1
7358,07-01-2024,7352,3912.3
7420,07-01-2024,6677,7591.95
7424,07-01-2024,1809,758.25
7737,07-01-2024,3235,557.3
7789,07-01-2024,7997,5024.46
8105,07-01-2024,5657,8654.58
8158,07-01-2024,893,1260.3
8637,07-01-2024,3980,939.13
9072,07-01-2024,7268,3320.24
9336,07-01-2024,14545,2601.3
9567,07-01-2024,10062,5063.08
9824,07-01-2024,10612,8700.9
9865,07-01-2024,5209,5046.88
118,08-01-2024,5629,5153.89
719,08-01-2024,516,3379.51
739,08-01-2024,9474,1221.92
1178,08-01-2024,12600,635.7
1381,08-01-2024,2903,5943.53
1466,08-01-2024,9012,418.62
1906,08-01-2024,166,2187.84
2075,08-01-2024,14783,1062.83
2238,08-01-2024,10565,3108.51
2248,08-01-2024,3521,2792.51
2358,08-01-2024,3851,8048.3
2382,08-01-2024,6160,2194.8
2487,08-01-2024,3464,6419.76
2546,08-01-2024,13545,1729.9
2630,08-01-2024,7044,1086.54
2800,08-01-2024,159,1596.3
2843,08-01-2024,1859,4387.6
2952,08-01-2024,9698,6076.44
3389,08-01-2024,11162,5127.76
3600,08-01-2024,1590,1537.6
3623,08-01-2024,10516,1756.64
3769,08-01-2024,14033,3873.3
4248,08-01-2024,11475,6567.33
4447,08-01-2024,12129,2134.77
5033,08-01-2024,14674,4640.06
5323,08-01-2024,12272,2703.32
5748,08-01-2024,1247,3061.23
5826,08-01-2024,3112,5860.47
6742,08-01-2024,765,8787.38
6846,08-01-2024,7132,820.19
6866,08-01-2024,8826,1013.4
7349,08-01-2024,11706,4289.58
7571,08-01-2024,11705,5949.44
7702,08-01-2024,11371,6556.08
7818,08-01-2024,11385,985.4
7828,08-01-2024,14745,3827.72
8197,08-01-2024,8759,1292.86
8309,08-01-2024,10426,2853.39
8349,08-01-2024,3563,306.4
8457,08-01-2024,8832,784.56
8857,08-01-2024,12273,1467.78
9189,08-01-2024,6352,1868.4
9729,08-01-2024,5877,281.91
9920,08-01-2024,5555,5374
9971,08-01-2024,11061,2422.53
9983,08-01-2024,8952,1592.96
67,09-01-2024,8582,2566.3
508,09-01-2024,3889,661.26
742,09-01-2024,8392,1429.87
1534,09-01-2024,2135,311.63
1659,09-01-2024,12168,1281.27
1760,09-01-2024,11451,3818.97
1991,09-01-2024,14845,1119.29
2067,09-01-2024,5340,2703.87
2136,09-01-2024,11766,1229.8
2219,09-01-2024,14880,2108.89
2344,09-01-2024,13559,3207.4
2788,09-01-2024,12985,1822.24
3274,09-01-2024,14397,5791.05
3297,09-01-2024,5995,3013.22
3380,09-01-2024,6796,1453.71
3493,09-01-2024,2217,8544.95
4350,09-01-2024,11387,5780.7
4622,09-01-2024,8835,1757.95
4667,09-01-2024,1151,3436.82
4878,09-01-2024,6898,834.1
5244,09-01-2024,2180,6289.65
5256,09-01-2024,7266,1754.61
5357,09-01-2024,333,88.32
5463,09-01-2024,3491,5385.94
6372,09-01-2024,10465,843.6
6734,09-01-2024,4551,7659.04
6777,09-01-2024,9859,3650.11
6957,09-01-2024,1616,5267.42
7132,09-01-2024,2582,2849.75
7133,09-01-2024,9572,1555.2
7261,09-01-2024,4255,3262.07
7329,09-01-2024,2042,7903.08
7353,09-01-2024,6949,2299.5
7989,09-01-2024,12400,2480.22
8000,09-01-2024,4053,172.96
8116,09-01-2024,7609,1120.36
8470,09-01-2024,1619,4444.1
8584,09-01-2024,12915,5714.94
8636,09-01-2024,13223,2675.36
8930,09-01-2024,2183,187.41
9482,09-01-2024,1012,1512.5
208,10-01-2024,8148,2784.05
440,10-01-2024,9784,587.68
450,10-01-2024,3679,1557.04
721,10-01-2024,11255,2766.9
1025,10-01-2024,1482,734.02
1041,10-01-2024,1166,2020.33
1074,10-01-2024,4126,2985.35
1208,10-01-2024,4256,4455.29
1262,10-01-2024,3924,4057.9
1366,10-01-2024,8891,1329.48
2000,10-01-2024,12097,1481.28
2088,10-01-2024,3177,597.56
2230,10-01-2024,7720,4274.27
2302,10-01-2024,8785,3020.4
2675,10-01-2024,2465,3144.9
2785,10-01-2024,3247,404.19
2809,10-01-2024,6688,4372.6
2833,10-01-2024,5057,923.72
2873,10-01-2024,5434,1527.24
3587,10-01-2024,4247,3357
3784,10-01-2024,13504,5227.59
4241,10-01-2024,13606,2607.12
4506,10-01-2024,423,814.52
4519,10-01-2024,6739,3293.11
4736,10-01-2024,5816,911.81
4799,10-01-2024,6083,363.62
5321,10-01-2024,402,8703.81
5381,10-01-2024,862,483.14
5453,10-01-2024,9652,2712.36
5501,10-01-2024,2043,3082.7
5838,10-01-2024,8755,1812.95
6545,10-01-2024,7406,5359.43
6662,10-01-2024,13584,1085.96
6695,10-01-2024,5021,3591.28
6838,10-01-2024,13899,1742.48
6938,10-01-2024,4265,924.12
6939,10-01-2024,1001,1676.1
8102,10-01-2024,9447,4575.34
8147,10-01-2024,1098,3678.48
8698,10-01-2024,5094,4491.99
8988,10-01-2024,9974,3957.75
9255,10-01-2024,7136,5044.23
9720,10-01-2024,4583,2791.64
747,11-01-2024,14112,8072.01
868,11-01-2024,11357,5891.97
1607,11-01-2024,10065,1927.86
1614,11-01-2024,12226,7008.84
1836,11-01-2024,4233,5520.69
2026,11-01-2024,10208,1975.5
2052,11-01-2024,10632,1963.13
2057,11-01-2024,12939,814.44
2497,11-01-2024,3086,662.95
2525,11-01-2024,13175,707.7
3538,11-01-2024,13614,1533.78
3641,11-01-2024,7322,151.11
3835,11-01-2024,8542,6131.52
3889,11-01-2024,13014,1951.98
4027,11-01-2024,12494,760.5
4699,11-01-2024,7706,6351.77
5322,11-01-2024,10508,1920.1
5424,11-01-2024,2665,5050.98
5451,11-01-2024,12619,273.92
5551,11-01-2024,3057,8646.03
5882,11-01-2024,10736,5599.14
6022,11-01-2024,5521,3749.26
6268,11-01-2024,2103,1254.04
6278,11-01-2024,8088,2670.57
6334,11-01-2024,2714,2719.65
6916,11-01-2024,10760,1480.92
8135,11-01-2024,11125,2423.36
8356,11-01-2024,11013,1051.7
8530,11-01-2024,7146,1972.68
8629,11-01-2024,2333,3564
8662,11-01-2024,3592,4690.08
8728,11-01-2024,9237,2689.36
8791,11-01-2024,6187,7768.17
8931,11-01-2024,10169,1801.12
9539,11-01-2024,5444,1043.34
9723,11-01-2024,12603,2370.93
73,12-01-2024,10635,1877.61
84,12-01-2024,6938,205.47
704,12-01-2024,2078,3040.7
914,12-01-2024,10314,1083.28
945,12-01-2024,9895,442.98
1160,12-01-2024,12712,7276.06
1304,12-01-2024,4268,1369.87
1468,12-01-2024,7287,5502.25
1573,12-01-2024,12832,64.68
1713,12-01-2024,14320,4044.12
2134,12-01-2024,14317,1431
2200,12-01-2024,1665,3923.24
2236,12-01-2024,13825,910.28
2513,12-01-2024,9634,5927.84
2714,12-01-2024,5445,5754.6
2797,12-01-2024,10583,496.72
4311,12-01-2024,14597,2351.07
4552,12-01-2024,11488,7558.56
4704,12-01-2024,5433,6496.2
4776,12-01-2024,1945,9710
4779,12-01-2024,9679,3396.24
5022,12-01-2024,11360,4834.97
5080,12-01-2024,6783,6816.87
5109,12-01-2024,2526,1436.5
5268,12-01-2024,9086,1299.82
5427,12-01-2024,4642,947.02
5608,12-01-2024,9224,686.07
5659,12-01-2024,10497,6093.36
5996,12-01-2024,901,4043.97
6245,12-01-2024,1599,2637.91
7149,12-01-2024,12477,4061.45
7376,12-01-2024,9445,4857.09
7441,12-01-2024,8961,2902.27
7844,12-01-2024,2684,5226.37
8326,12-01-2024,13008,4918.62
8585,12-01-2024,3222,1830.84
9568,12-01-2024,9479,2165.76
9730,12-01-2024,8618,2434.62
68,13-01-2024,11297,6579.37
175,13-01-2024,10100,2199.88
364,13-01-2024,7891,196.14
537,13-01-2024,981,6315.84
793,13-01-2024,9799,7108.56
1142,13-01-2024,8861,713
1245,13-01-2024,2478,2006.17
1325,13-01-2024,6561,271.7
1528,13-01-2024,8134,698.1
2643,13-01-2024,14057,3635.87
2686,13-01-2024,3039,3117.68
3056,13-01-2024,8627,121.91
3116,13-01-2024,1009,721.41
3361,13-01-2024,3895,1151.9
4178,13-01-2024,4535,6313.59
4289,13-01-2024,12188,8226.36
4410,13-01-2024,1729,5727.18
4602,13-01-2024,2235,763.99
4682,13-01-2024,6567,3138.17
6221,13-01-2024,5860,1602.44
6543,13-01-2024,4516,2212.11
6703,13-01-2024,1025,864.06
6743,13-01-2024,8042,215.49
6828,13-01-2024,10604,7898.4
7088,13-01-2024,12349,1489.3
7853,13-01-2024,13734,127.8
7959,13-01-2024,188,6448.3
8842,13-01-2024,9505,1588.35
8984,13-01-2024,11590,2670.2
8992,13-01-2024,167,1554.95
9611,13-01-2024,1937,1064.52
9733,13-01-2024,14947,1154.56
9938,13-01-2024,13426,2102.08
9949,13-01-2024,2044,420.14
469,14-01-2024,568,5528.52
518,14-01-2024,634,1051.7
1037,14-01-2024,10826,2740.71
1723,14-01-2024,6289,1323.58
1821,14-01-2024,5538,4999.28
1904,14-01-2024,7329,514.74
2019,14-01-2024,873,4482.52
2040,14-01-2024,4774,2551.5
2085,14-01-2024,860,3493.41
2360,14-01-2024,12736,2814.72
2398,14-01-2024,13752,1069.6
2944,14-01-2024,12181,3976.02
3813,14-01-2024,1182,5307.36
3973,14-01-2024,11015,2546
4172,14-01-2024,1201,3106.41
4238,14-01-2024,1587,736.2
4832,14-01-2024,14173,7818.93
5259,14-01-2024,5645,4726.8
5816,14-01-2024,14043,6439.6
6147,14-01-2024,4733,5856.39
7231,14-01-2024,5746,3248.76
7689,14-01-2024,1985,1617.56
8083,14-01-2024,8171,4017.78
8228,14-01-2024,1714,4532.64
8385,14-01-2024,8502,2962.95
8401,14-01-2024,313,1284.9
8493,14-01-2024,6714,604.65
8511,14-01-2024,11361,7022.72
8634,14-01-2024,11201,4380.93
8709,14-01-2024,13854,3668.28
8928,14-01-2024,3990,547.37
9198,14-01-2024,4446,897.15
9297,14-01-2024,13920,3635.36
9333,14-01-2024,3728,958.3
9412,14-01-2024,2228,3370.56
78,15-01-2024,6815,558.48
196,15-01-2024,13259,752.1
1569,15-01-2024,476,6378.24
2016,15-01-2024,12504,3894.6
2661,15-01-2024,9767,1903.32
2801,15-01-2024,13224,2971.59
2860,15-01-2024,1707,2123.01
3077,15-01-2024,14554,978.16
3267,15-01-2024,12412,3358.56
3661,15-01-2024,14117,2878.61
3682,15-01-2024,11292,1937.25
3682,15-01-2024,670,3750.56
4032,15-01-2024,7032,1768.27
4164,15-01-2024,12761,1474.54
4173,15-01-2024,5781,6902.19
4260,15-01-2024,8020,4237.5
4385,15-01-2024,1853,1928.85
4826,15-01-2024,9617,3506.1
4914,15-01-2024,9462,1691.58
5013,15-01-2024,10570,1735.74
5178,15-01-2024,8963,1937.58
5441,15-01-2024,6449,5122.14
6243,15-01-2024,363,549.8
6529,15-01-2024,14401,2405.67
6548,15-01-2024,11695,5461.66
6754,15-01-2024,3577,3626.1
6909,15-01-2024,12714,1293.74
6936,15-01-2024,14321,1147.4
7428,15-01-2024,7372,258.79
8285,15-01-2024,9280,1217.23
8678,15-01-2024,10939,7843.92
8728,15-01-2024,13044,3323.65
9077,15-01-2024,3870,325.02
9118,15-01-2024,6565,6099.9
550,16-01-2024,2025,2768.64
639,16-01-2024,2956,2300.69
854,16-01-2024,3532,2673.37
934,16-01-2024,9442,558.95
1041,16-01-2024,11244,340.04
1085,16-01-2024,8285,724.12
1425,16-01-2024,983,5879.62
1446,16-01-2024,974,7890.12
1721,16-01-2024,9167,1016.08
1951,16-01-2024,12242,3327.44
1972,16-01-2024,3618,9617.02
1980,16-01-2024,6063,324.18
2034,16-01-2024,5182,341.76
2229,16-01-2024,3034,1414.8
2808,16-01-2024,14743,1793.28
3024,16-01-2024,116,4971.44
3294,16-01-2024,3210,501.12
3563,16-01-2024,9766,1306.38
3652,16-01-2024,3792,6679.71
3655,16-01-2024,11734,1546.32
4073,16-01-2024,13955,240.92
4239,16-01-2024,9034,1701.45
5156,16-01-2024,3634,704.41
5181,16-01-2024,4049,4900.5
5715,16-01-2024,10417,2178.68
5946,16-01-2024,3052,2021.98
6246,16-01-2024,8719,2008.17
6980,16-01-2024,9302,3470.44
7583,16-01-2024,12781,4256.7
7859,16-01-2024,4645,3787.64
7889,16-01-2024,11970,2632.07
8757,16-01-2024,11049,438.8
9493,16-01-2024,2126,6200.8
32,17-01-2024,900,3879.4
581,17-01-2024,14196,4525.06
609,17-01-2024,11096,5842.16
630,17-01-2024,5319,3778.46
983,17-01-2024,12607,8687.34
1017,17-01-2024,3558,868.38
1794,17-01-2024,2990,2496.52
2039,17-01-2024,14016,5413.78
2201,17-01-2024,9583,2765.08
2676,17-01-2024,8191,579.5
2750,17-01-2024,8661,634.41
3524,17-01-2024,3520,3624.96
4015,17-01-2024,13832,456.38
4035,17-01-2024,6555,1937.04
4042,17-01-2024,3714,1029.28
4057,17-01-2024,9800,6611.28
4528,17-01-2024,8926,1980.24
4607,17-01-2024,10741,1821.43
5699,17-01-2024,10942,1541.26
5986,17-01-2024,12263,6773.83
6065,17-01-2024,1099,799.95
6295,17-01-2024,14874,992.25
6390,17-01-2024,1189,6008.49
6581,17-01-2024,10718,6968.97
6603,17-01-2024,12294,348.6
6632,17-01-2024,218,2611.8
6653,17-01-2024,7815,861.93
7047,17-01-2024,2939,1057.32
7343,17-01-2024,9566,3418.32
8563,17-01-2024,264,3906
9282,17-01-2024,3525,271.33
9575,17-01-2024,6590,1499.74
9662,17-01-2024,13875,3052.72
9732,17-01-2024,7586,9034.26
645,18-01-2024,2469,4824.72
736,18-01-2024,2778,405.82
781,18-01-2024,9386,4150.1
953,18-01-2024,6539,1144.17
971,18-01-2024,258,1905.54
1242,18-01-2024,12180,598.2
1835,18-01-2024,366,2881.86
2146,18-01-2024,13469,6903.68
2213,18-01-2024,134,1341.2
2314,18-01-2024,14544,1316.9
2467,18-01-2024,11034,4246.44
3096,18-01-2024,3445,272.2
3724,18-01-2024,12196,3555.44
3858,18-01-2024,276,4935.7
5149,18-01-2024,1038,7825.04
5208,18-01-2024,7051,3534.2
5409,18-01-2024,1174,1217.6
5480,18-01-2024,3269,2535.18
5544,18-01-2024,13348,1384.02
5589,18-01-2024,7362,6863.52
5865,18-01-2024,7445,6398
6002,18-01-2024,7799,1596.72
6143,18-01-2024,6015,5122
6419,18-01-2024,11119,6599.36
6797,18-01-2024,10520,1322.46
7644,18-01-2024,8523,5619.48
7656,18-01-2024,14875,3255.49
7764,18-01-2024,11945,1484.76
7807,18-01-2024,7718,389.3
7831,18-01-2024,12771,602.55
7906,18-01-2024,13694,186.45
8357,18-01-2024,12748,3330.96
8433,18-01-2024,1018,3581.06
8500,18-01-2024,12030,5872.6
8636,18-01-2024,1577,5903.66
8834,18-01-2024,1429,2499.95
8949,18-01-2024,4754,833.1
9064,18-01-2024,3801,981.33
9142,18-01-2024,12924,1798.86
9735,18-01-2024,3284,4532.9
9815,18-01-2024,5309,4712.3
9953,18-01-2024,12352,7034.14
123,19-01-2024,1600,7548.99
494,19-01-2024,191,2086.12
548,19-01-2024,7026,7210.1
672,19-01-2024,14589,2325.08
787,19-01-2024,8611,769.43
929,19-01-2024,3340,625.64
1706,19-01-2024,4972,5161.8
1974,19-01-2024,4414,1160.85
1978,19-01-2024,5324,3356.08
2060,19-01-2024,4072,3753.65
2161,19-01-2024,6588,4958.57
2430,19-01-2024,8937,725.26
2443,19-01-2024,2250,4178.23
2455,19-01-2024,12996,9001.72
2767,19-01-2024,463,741.84
2991,19-01-2024,8733,1079.86
4062,19-01-2024,10989,8851.59
4932,19-01-2024,12362,596
4972,19-01-2024,14138,4484.58
6321,19-01-2024,12240,2695.68
6360,19-01-2024,1114,558.24
6612,19-01-2024,9782,870.98
6683,19-01-2024,1579,6056.4
6722,19-01-2024,1947,5533.31
6969,19-01-2024,8068,8702.28
7311,19-01-2024,11611,319.14
7400,19-01-2024,6816,561.93
7645,19-01-2024,8150,2447.97
7681,19-01-2024,12114,923.7
7792,19-01-2024,8047,8331.39
8425,19-01-2024,11054,707.49
8488,19-01-2024,5117,1344.35
8568,19-01-2024,3749,1021.88
9200,19-01-2024,11459,1278.11
9747,19-01-2024,3631,322.56
278,20-01-2024,3259,204.23
906,20-01-2024,11869,3722.09
1326,20-01-2024,8350,1509.3
1393,20-01-2024,10301,4710.69
1568,20-01-2024,180,862.53
2053,20-01-2024,272,1459.02
2390,20-01-2024,5914,5170.4
2404,20-01-2024,1871,4435.01
2549,20-01-2024,9636,919.35
2626,20-01-2024,91,2617.25
2666,20-01-2024,6158,151.76
3214,20-01-2024,547,91.52
3273,20-01-2024,2363,2104.65
3514,20-01-2024,10935,704.65
3831,20-01-2024,5003,2050.64
3941,20-01-2024,4826,1712.48
4077,20-01-2024,3824,2911.05
4131,20-01-2024,563,597.87
4275,20-01-2024,13797,657.12
4308,20-01-2024,9909,1561.2
4651,20-01-2024,4985,1131.72
4769,20-01-2024,10515,2555.14
4950,20-01-2024,7202,777.04
5085,20-01-2024,438,945.28
5203,20-01-2024,12856,2380.17
5402,20-01-2024,9970,2691.18
5841,20-01-2024,5130,2487.75
5950,20-01-2024,1964,1005.14
6027,20-01-2024,5104,3538.26
6241,20-01-2024,7920,388.44
6575,20-01-2024,11474,2087.37
7126,20-01-2024,5981,2061.8
7153,20-01-2024,12267,1605.73
7388,20-01-2024,9645,516.4
7524,20-01-2024,7989,3661.91
7608,20-01-2024,8505,3148.65
7629,20-01-2024,3273,5932.1
7838,20-01-2024,11349,6497.32
8165,20-01-2024,4315,8645.5
8612,20-01-2024,7854,4341.15
9299,20-01-2024,745,2105.84
9343,20-01-2024,14440,395.26
9499,20-01-2024,640,714.3
9985,20-01-2024,2832,2358.1
109,21-01-2024,9164,1947.5
113,21-01-2024,11792,1325.24
564,21-01-2024,4854,410.64
597,21-01-2024,13827,480
784,21-01-2024,11121,2436.87
1055,21-01-2024,1554,4746.75
1523,21-01-2024,6930,2817.4
2314,21-01-2024,2556,1878.2
2527,21-01-2024,571,1795.38
2538,21-01-2024,4291,9468.1
2801,21-01-2024,642,245.22
2845,21-01-2024,3268,6755.28
3174,21-01-2024,7798,42.06
3344,21-01-2024,3087,3849
3359,21-01-2024,2328,6770
3431,21-01-2024,14864,1386.72
3550,21-01-2024,5364,2270.2
4079,21-01-2024,2316,2515.86
4729,21-01-2024,4155,303.62
4929,21-01-2024,3007,4434.54
4997,21-01-2024,5780,3202.55
5067,21-01-2024,8275,3195.45
5354,21-01-2024,14616,6434.33
5355,21-01-2024,2136,2225.97
6138,21-01-2024,4652,1741.96
6343,21-01-2024,5503,6081.36
6506,21-01-2024,10659,1804.46
7193,21-01-2024,13841,533.74
7259,21-01-2024,13128,2553.2
7321,21-01-2024,8701,369.03
7591,21-01-2024,588,836.25
7616,21-01-2024,8693,1888.32
7638,21-01-2024,1625,5551.76
8253,21-01-2024,8093,3280.54
8506,21-01-2024,9772,5933.31
8759,21-01-2024,7467,5213.04
8859,21-01-2024,14386,1583.24
8878,21-01-2024,12828,3183.01
9358,21-01-2024,10541,314.37
9378,21-01-2024,3511,1314.24
9501,21-01-2024,9542,324.4
9750,21-01-2024,12109,4747.47
76,22-01-2024,9303,277.3
323,22-01-2024,3452,957.5
336,22-01-2024,11336,7780.72
540,22-01-2024,7368,6494.9
662,22-01-2024,6332,793.56
983,22-01-2024,1309,849.5
1510,22-01-2024,6574,718.2
1590,22-01-2024,6452,2300.88
2112,22-01-2024,1675,2327.85
2131,22-01-2024,2946,3370.75
2561,22-01-2024,10170,1022.67
3087,22-01-2024,5951,3682.26
3338,22-01-2024,8366,4142.96
4114,22-01-2024,7633,9893.8
4479,22-01-2024,2740,7907.09
4627,22-01-2024,3668,1111.84
4674,22-01-2024,11222,1491.26
5288,22-01-2024,78,764.75
5668,22-01-2024,2914,1246.6
6424,22-01-2024,11367,3080.63
7226,22-01-2024,13706,1367.1
7247,22-01-2024,10586,2041.7
7403,22-01-2024,2215,2888.76
7442,22-01-2024,8559,4161.71
7464,22-01-2024,5154,1141.72
7597,22-01-2024,10726,4713.8
7847,22-01-2024,11847,5030.6
8309,22-01-2024,3258,1589.7
8365,22-01-2024,12545,5415.42
8498,22-01-2024,3181,1952.67
8900,22-01-2024,13291,1580.57
8904,22-01-2024,8658,83.9
9179,22-01-2024,8459,769.2
9213,22-01-2024,929,2249.76
9357,22-01-2024,376,2128.74
9527,22-01-2024,12083,2300.6
9684,22-01-2024,13945,961.63
9700,22-01-2024,3246,7242.18
9724,22-01-2024,8024,3365.04
9796,22-01-2024,7355,2292.48
9899,22-01-2024,13034,1487.22
442,23-01-2024,7594,5191.76
447,23-01-2024,4481,3279.36
475,23-01-2024,394,1558.72
700,23-01-2024,14248,621.17
772,23-01-2024,12281,2863.28
786,23-01-2024,6599,3509.45
1240,23-01-2024,2646,3449.32
1380,23-01-2024,418,339.9
1449,23-01-2024,9306,1455.46
1450,23-01-2024,14023,3250.4
1926,23-01-2024,5762,3985
2148,23-01-2024,114,883.12
2427,23-01-2024,12139,277.5
2558,23-01-2024,1856,322.76
3031,23-01-2024,8856,579.6
3111,23-01-2024,4306,4859.1
4201,23-01-2024,8076,1634.25
4326,23-01-2024,13564,1521.92
4617,23-01-2024,12348,2811.25
4912,23-01-2024,388,947
4933,23-01-2024,3591,2492.73
5615,23-01-2024,8277,2956.75
5780,23-01-2024,7342,1796.91
6158,23-01-2024,3104,289.48
6179,23-01-2024,9569,3853.55
6310,23-01-2024,1476,2036.51
6765,23-01-2024,14583,351.54
7240,23-01-2024,2749,3216.71
7692,23-01-2024,2327,1966.74
8081,23-01-2024,8561,1908.76
8278,23-01-2024,11941,1936.2
8460,23-01-2024,5711,4319.59
8545,23-01-2024,14488,2216.01
8794,23-01-2024,2011,1788.2
8829,23-01-2024,2189,3084.72
9631,23-01-2024,2851,1519.2
9787,23-01-2024,10663,4874.3
186,24-01-2024,8557,1369.48
256,24-01-2024,3389,5133.84
631,24-01-2024,11086,5829.01
1166,24-01-2024,14396,4012.56
1290,24-01-2024,1626,1715.66
1513,24-01-2024,8284,6219.36
1532,24-01-2024,13892,1128.63
1664,24-01-2024,8599,6284.39
1929,24-01-2024,8188,5127.57
2248,24-01-2024,11547,675.44
2348,24-01-2024,1100,3544.03
2403,24-01-2024,9761,4490.64
2919,24-01-2024,10494,4461.75
3163,24-01-2024,12190,2622.65
3255,24-01-2024,69,2321.22
3381,24-01-2024,594,82.32
3443,24-01-2024,4020,5066.64
3725,24-01-2024,14734,6716.29
4257,24-01-2024,7779,5432
5245,24-01-2024,13766,878.94
5397,24-01-2024,12732,4359.72
5514,24-01-2024,7741,1533.52
5789,24-01-2024,10370,978.3
5867,24-01-2024,4213,950.52
6005,24-01-2024,2066,8173.7
6030,24-01-2024,10325,1719.5
6128,24-01-2024,8204,1852.3
6728,24-01-2024,6263,2217.75
6765,24-01-2024,1078,4011.15
6778,24-01-2024,14671,7705.25
7187,24-01-2024,8210,3628.16
7522,24-01-2024,2738,1593.55
7903,24-01-2024,8838,4378.4
8195,24-01-2024,13221,689.46
8254,24-01-2024,9849,615.81
8316,24-01-2024,10824,4672.95
8702,24-01-2024,8189,3585.33
8756,24-01-2024,220,343.77
8820,24-01-2024,7593,919.94
9061,24-01-2024,1502,2127.6
9259,24-01-2024,1332,1669.2
9376,24-01-2024,10188,1196
9604,24-01-2024,2519,2066.33
9725,24-01-2024,7641,2817.86
9967,24-01-2024,7323,944.04
377,25-01-2024,7174,2042.88
489,25-01-2024,11411,5371.84
803,25-01-2024,7990,3535.92
1177,25-01-2024,8848,9092.7
1913,25-01-2024,12631,4437.44
2219,25-01-2024,6619,6844.81
3097,25-01-2024,5958,776.5
3601,25-01-2024,14797,3541.04
3699,25-01-2024,10433,3822.35
3759,25-01-2024,3010,1924.8
3933,25-01-2024,10882,8533.35
4051,25-01-2024,6700,2385.76
4128,25-01-2024,6731,1453.14
4168,25-01-2024,1866,4648.37
4190,25-01-2024,6757,8154.05
6222,25-01-2024,8132,1435.28
6259,25-01-2024,4322,8833.74
6330,25-01-2024,8499,4779.6
6348,25-01-2024,12380,5952.49
6647,25-01-2024,9362,1088.55
6774,25-01-2024,9872,6616.24
7375,25-01-2024,3602,7929.6
7574,25-01-2024,10642,9005.66
7893,25-01-2024,8187,5755.92
7950,25-01-2024,12912,1701.08
8813,25-01-2024,11574,4929.3
8994,25-01-2024,11161,2919.77
9092,25-01-2024,11675,1240.04
9336,25-01-2024,7680,4254.06
1183,26-01-2024,10420,604.04
1337,26-01-2024,7140,932.16
1746,26-01-2024,548,801.61
2123,26-01-2024,1364,1524.6
2301,26-01-2024,2077,2423.16
2305,26-01-2024,8145,3372.88
2754,26-01-2024,5751,1616.7
2758,26-01-2024,1291,4219.65
2782,26-01-2024,11166,2628.7
2871,26-01-2024,6067,666.81
3119,26-01-2024,10810,749.35
3162,26-01-2024,11194,1493.26
3287,26-01-2024,1775,1165.86
3555,26-01-2024,6909,4972.75
3693,26-01-2024,13271,247.68
3807,26-01-2024,5696,1570.05
3947,26-01-2024,8035,411.85
4040,26-01-2024,10723,1785.42
4365,26-01-2024,3342,4355.1
5777,26-01-2024,3621,6688.8
6151,26-01-2024,9227,405.92
6201,26-01-2024,7001,6215.2
6451,26-01-2024,14722,2952.88
6650,26-01-2024,14857,2488.86
6959,26-01-2024,5893,666.09
7720,26-01-2024,5778,3433.98
7751,26-01-2024,3295,3535.68
7870,26-01-2024,7794,7758.4
8005,26-01-2024,11720,6448.4
8022,26-01-2024,12628,1140
8703,26-01-2024,6947,825.38
9820,26-01-2024,8735,7647.2
234,27-01-2024,7147,2390.3
497,27-01-2024,11433,164.76
1484,27-01-2024,10431,1824.7
1596,27-01-2024,4285,6834.57
1604,27-01-2024,2458,6827.76
2120,27-01-2024,386,920.32
2696,27-01-2024,1897,6011.81
2777,27-01-2024,11308,2023.4
3025,27-01-2024,13626,240.3
3180,27-01-2024,4986,453.87
3277,27-01-2024,14459,97.06
3417,27-01-2024,7483,1114.72
3423,27-01-2024,2595,380.5
3472,27-01-2024,12299,441
3474,27-01-2024,10755,6598.08
3921,27-01-2024,10866,3004.44
4029,27-01-2024,12410,7508.34
4055,27-01-2024,9351,1007.64
4058,27-01-2024,3821,557.12
4253,27-01-2024,3009,1063.79
4300,27-01-2024,6364,2260.08
4698,27-01-2024,7967,4488.3
4819,27-01-2024,10702,2697.87
5086,27-01-2024,6728,710.16
5196,27-01-2024,11219,2640.93
5809,27-01-2024,12171,4516.56
5890,27-01-2024,2191,2563.74
6164,27-01-2024,7686,1673.62
6274,27-01-2024,10999,1414.2
6343,27-01-2024,10615,113.79
6811,27-01-2024,2116,3826.48
6956,27-01-2024,11289,6604.6
7083,27-01-2024,14896,1956.3
7168,27-01-2024,1578,5493.6
7299,27-01-2024,2385,924.12
7706,27-01-2024,7034,1991.88
7778,27-01-2024,6207,5752.32
8005,27-01-2024,5582,4394.86
8272,27-01-2024,11468,336.21
8409,27-01-2024,14358,5805.36
8524,27-01-2024,10752,6570.48
9162,27-01-2024,13196,3260.82
9243,27-01-2024,775,370.93
14,28-01-2024,5064,7724.88
252,28-01-2024,7476,3181.3
260,28-01-2024,13845,3549.88
403,28-01-2024,3341,1058.59
468,28-01-2024,54,7587.72
