carrier,delivery_date,order_id,shipment_date,shipment_id,shipment_status,tracking_number
DHL,25-09-2024,14402,17-09-2024,14402,Pending,TRK163588
DHL,25-09-2024,7337,18-09-2024,7337,Pending,TRK865077
DHL,26-09-2024,10709,18-09-2024,10709,Pending,TRK758007
DHL,26-09-2024,10913,18-09-2024,10913,Pending,TRK816094
DHL,20-09-2024,5222,19-09-2024,5222,Pending,TRK221659
DHL,24-09-2024,8837,19-09-2024,8837,Pending,TRK819391
DHL,22-09-2024,3620,20-09-2024,3620,Pending,TRK114084
DHL,22-09-2024,14327,20-09-2024,14327,Pending,TRK504135
DHL,27-09-2024,4805,20-09-2024,4805,Pending,TRK753911
DHL,28-09-2024,14738,20-09-2024,14738,Pending,TRK558326
DHL,26-09-2024,14384,21-09-2024,14384,Pending,TRK868338
DHL,26-09-2024,9119,22-09-2024,9119,Pending,TRK869277
DHL,29-09-2024,10310,22-09-2024,10310,Pending,TRK220636
DHL,25-09-2024,5378,23-09-2024,5378,Pending,TRK335801
DHL,26-09-2024,13079,23-09-2024,13079,Pending,TRK079100
DHL,28-09-2024,3713,23-09-2024,3713,Pending,TRK495127
DHL,28-09-2024,6134,23-09-2024,6134,Pending,TRK543712
DHL,28-09-2024,11072,23-09-2024,11072,Pending,TRK998029
DHL,30-09-2024,11507,23-09-2024,11507,Pending,TRK698438
DHL,26-09-2024,13700,24-09-2024,13700,Pending,TRK626041
DHL,27-09-2024,14501,24-09-2024,14501,Pending,TRK069988
DHL,29-09-2024,12176,24-09-2024,12176,Pending,TRK271799
DHL,29-09-2024,9209,24-09-2024,9209,Pending,TRK766738
DHL,30-09-2024,7883,24-09-2024,7883,Pending,TRK366758
DHL,30-09-2024,7046,24-09-2024,7046,Pending,TRK833339
DHL,30-09-2024,9608,25-09-2024,9608,Pending,TRK794913
DHL,02-10-2024,13028,25-09-2024,13028,Pending,TRK130687
DHL,02-10-2024,4058,25-09-2024,4058,Pending,TRK313942
DHL,28-09-2024,8078,26-09-2024,8078,Pending,TRK741396
DHL,03-10-2024,2204,26-09-2024,2204,Pending,TRK841357
DHL,29-09-2024,3428,27-09-2024,3428,Pending,TRK180159
DHL,01-10-2024,7844,27-09-2024,7844,Pending,TRK097395
DHL,02-10-2024,7970,27-09-2024,7970,Pending,TRK995313
DHL,05-10-2024,12437,27-09-2024,12437,Pending,TRK949259
DHL,30-09-2024,9737,28-09-2024,9737,Pending,TRK214068
DHL,30-09-2024,8642,28-09-2024,8642,Pending,TRK545989
DHL,30-09-2024,4613,28-09-2024,4613,Pending,TRK944676
DHL,02-10-2024,4958,28-09-2024,4958,Pending,TRK180981
DHL,01-10-2024,4487,29-09-2024,4487,Pending,TRK867285
DHL,02-10-2024,8852,29-09-2024,8852,Pending,TRK925504
DHL,05-10-2024,11984,29-09-2024,11984,Pending,TRK465197
DHL,06-10-2024,4178,29-09-2024,4178,Pending,TRK346085
DHL,07-10-2024,11780,29-09-2024,11780,Pending,TRK208512
DHL,01-10-2024,11267,30-09-2024,11267,Pending,TRK757849
DHL,02-10-2024,1412,30-09-2024,1412,Pending,TRK426865
DHL,04-10-2024,12824,30-09-2024,12824,Pending,TRK237821
DHL,05-10-2024,13268,30-09-2024,13268,Pending,TRK234913
DHL,04-10-2024,6659,01-10-2024,6659,Pending,TRK364591
DHL,07-10-2024,13607,01-10-2024,13607,Pending,TRK306237
DHL,05-10-2024,5570,02-10-2024,5570,Pending,TRK792540
DHL,05-10-2024,6323,03-10-2024,6323,Pending,TRK983510
DHL,09-10-2024,8246,03-10-2024,8246,Pending,TRK622817
DHL,10-10-2024,7904,03-10-2024,7904,Pending,TRK830480
DHL,08-10-2024,1967,04-10-2024,1967,Pending,TRK612386
DHL,11-10-2024,9428,04-10-2024,9428,Pending,TRK180822
DHL,11-10-2024,6392,04-10-2024,6392,Pending,TRK645768
DHL,06-10-2024,8207,05-10-2024,8207,Pending,TRK576766
DHL,09-10-2024,9866,05-10-2024,9866,Pending,TRK848903
DHL,11-10-2024,7208,05-10-2024,7208,Pending,TRK431061
DHL,11-10-2024,8396,05-10-2024,8396,Pending,TRK766030
DHL,12-10-2024,4475,05-10-2024,4475,Pending,TRK401334
DHL,12-10-2024,13349,05-10-2024,13349,Pending,TRK528269
DHL,09-10-2024,4355,06-10-2024,4355,Pending,TRK349010
DHL,09-10-2024,11672,07-10-2024,11672,Pending,TRK739254
DHL,11-10-2024,2441,07-10-2024,2441,Pending,TRK034790
DHL,13-10-2024,14393,07-10-2024,14393,Pending,TRK087990
DHL,14-10-2024,8831,07-10-2024,8831,Pending,TRK022705
DHL,14-10-2024,1070,07-10-2024,1070,Pending,TRK980875
DHL,12-10-2024,2081,08-10-2024,2081,Pending,TRK428347
DHL,12-10-2024,12155,08-10-2024,12155,Pending,TRK685601
DHL,13-10-2024,6773,08-10-2024,6773,Pending,TRK803381
DHL,13-10-2024,8531,10-10-2024,8531,Pending,TRK692288
DHL,17-10-2024,8021,10-10-2024,8021,Pending,TRK144939
DHL,15-10-2024,5012,11-10-2024,5012,Pending,TRK430192
DHL,17-10-2024,9860,11-10-2024,9860,Pending,TRK313421
DHL,17-10-2024,3605,11-10-2024,3605,Pending,TRK803368
DHL,15-10-2024,1121,12-10-2024,1121,Pending,TRK617387
DHL,15-10-2024,6488,13-10-2024,6488,Pending,TRK576197
DHL,17-10-2024,7076,13-10-2024,7076,Pending,TRK018002
DHL,21-10-2024,12869,13-10-2024,12869,Pending,TRK392237
DHL,17-10-2024,2828,14-10-2024,2828,Pending,TRK533237
DHL,17-10-2024,10727,14-10-2024,10727,Pending,TRK906425
DHL,18-10-2024,14285,14-10-2024,14285,Pending,TRK862492
DHL,20-10-2024,14699,14-10-2024,14699,Pending,TRK973174
DHL,22-10-2024,6602,14-10-2024,6602,Pending,TRK394650
DHL,21-10-2024,4568,15-10-2024,4568,Pending,TRK612039
DHL,23-10-2024,6365,15-10-2024,6365,Pending,TRK379876
DHL,24-10-2024,8930,16-10-2024,8930,Pending,TRK696351
DHL,24-10-2024,11900,17-10-2024,11900,Pending,TRK942410
DHL,19-10-2024,10811,18-10-2024,10811,Pending,TRK388876
DHL,21-10-2024,6911,18-10-2024,6911,Pending,TRK921978
DHL,22-10-2024,11414,18-10-2024,11414,Pending,TRK856688
DHL,24-10-2024,2573,18-10-2024,2573,Pending,TRK020267
DHL,25-10-2024,11804,18-10-2024,11804,Pending,TRK890680
DHL,23-10-2024,5060,19-10-2024,5060,Pending,TRK726902
DHL,22-10-2024,13430,20-10-2024,13430,Pending,TRK422373
DHL,23-10-2024,1136,20-10-2024,1136,Pending,TRK978733
DHL,23-10-2024,13124,21-10-2024,13124,Pending,TRK406306
DHL,27-10-2024,14234,22-10-2024,14234,Pending,TRK285452
DHL,27-10-2024,10865,23-10-2024,10865,Pending,TRK466447
DHL,27-10-2024,13427,23-10-2024,13427,Pending,TRK892642
DHL,30-10-2024,6212,23-10-2024,6212,Pending,TRK088442
DHL,26-10-2024,10970,24-10-2024,10970,Pending,TRK413069
DHL,30-10-2024,4055,24-10-2024,4055,Pending,TRK897694
DHL,31-10-2024,11936,24-10-2024,11936,Pending,TRK424642
DHL,31-10-2024,10055,24-10-2024,10055,Pending,TRK961110
DHL,27-10-2024,13856,25-10-2024,13856,Pending,TRK412145
DHL,28-10-2024,4628,26-10-2024,4628,Pending,TRK372727
DHL,29-10-2024,5543,26-10-2024,5543,Pending,TRK245632
DHL,01-11-2024,6155,26-10-2024,6155,Pending,TRK358355
DHL,28-10-2024,1184,27-10-2024,1184,Pending,TRK929721
DHL,02-11-2024,9740,27-10-2024,9740,Pending,TRK309046
DHL,31-10-2024,10862,28-10-2024,10862,Pending,TRK828216
DHL,01-11-2024,6512,28-10-2024,6512,Pending,TRK851377
DHL,05-11-2024,8945,28-10-2024,8945,Pending,TRK980229
DHL,31-10-2024,7502,29-10-2024,7502,Pending,TRK574550
DHL,03-11-2024,9833,29-10-2024,9833,Pending,TRK177375
DHL,04-11-2024,14444,29-10-2024,14444,Pending,TRK893994
DHL,05-11-2024,12614,29-10-2024,12614,Pending,TRK186600
DHL,31-10-2024,8087,30-10-2024,8087,Pending,TRK896900
DHL,02-11-2024,13655,30-10-2024,13655,Pending,TRK716299
DHL,04-11-2024,13364,30-10-2024,13364,Pending,TRK401722
DHL,05-11-2024,1490,30-10-2024,1490,Pending,TRK512661
DHL,06-11-2024,6215,30-10-2024,6215,Pending,TRK446495
DHL,03-11-2024,9101,31-10-2024,9101,Pending,TRK276680
DHL,05-11-2024,2213,31-10-2024,2213,Pending,TRK633102
DHL,07-11-2024,10190,31-10-2024,10190,Pending,TRK799978
DHL,06-11-2024,6980,01-11-2024,6980,Pending,TRK233309
DHL,03-11-2024,7148,02-11-2024,7148,Pending,TRK075390
DHL,05-11-2024,12329,02-11-2024,12329,Pending,TRK022542
DHL,06-11-2024,6047,02-11-2024,6047,Pending,TRK618105
DHL,07-11-2024,5477,02-11-2024,5477,Pending,TRK275197
DHL,07-11-2024,9140,02-11-2024,9140,Pending,TRK495234
DHL,10-11-2024,4691,02-11-2024,4691,Pending,TRK300277
DHL,08-11-2024,13961,03-11-2024,13961,Pending,TRK020395
DHL,10-11-2024,8444,03-11-2024,8444,Pending,TRK323131
DHL,08-11-2024,6284,04-11-2024,6284,Pending,TRK865044
DHL,12-11-2024,6035,04-11-2024,6035,Pending,TRK200889
DHL,12-11-2024,6737,05-11-2024,6737,Pending,TRK090122
DHL,13-11-2024,7292,05-11-2024,7292,Pending,TRK759724
DHL,09-11-2024,14612,07-11-2024,14612,Pending,TRK180581
DHL,09-11-2024,8264,07-11-2024,8264,Pending,TRK855518
DHL,14-11-2024,2744,07-11-2024,2744,Pending,TRK677998
DHL,10-11-2023,5534,07-11-2023,5534,Shipped,TRK302339
DHL,10-11-2023,13874,08-11-2023,13874,Shipped,TRK816131
DHL,13-11-2023,2534,08-11-2023,2534,Shipped,TRK335163
DHL,14-11-2023,1073,08-11-2023,1073,Shipped,TRK929034
DHL,12-11-2023,11615,09-11-2023,11615,Shipped,TRK334964
DHL,14-11-2023,8357,09-11-2023,8357,Shipped,TRK618994
DHL,15-11-2023,5885,09-11-2023,5885,Shipped,TRK002037
DHL,16-11-2023,13334,09-11-2023,13334,Shipped,TRK849694
DHL,13-11-2023,13970,10-11-2023,13970,Shipped,TRK348443
DHL,14-11-2023,12170,10-11-2023,12170,Shipped,TRK369726
DHL,15-11-2023,4499,10-11-2023,4499,Shipped,TRK393469
DHL,15-11-2023,14489,11-11-2023,14489,Shipped,TRK841127
DHL,16-11-2023,13877,11-11-2023,13877,Shipped,TRK124253
DHL,17-11-2023,2762,11-11-2023,2762,Shipped,TRK139592
DHL,14-11-2023,7226,12-11-2023,7226,Shipped,TRK068964
DHL,14-11-2023,11636,12-11-2023,11636,Shipped,TRK996909
DHL,16-11-2023,10535,12-11-2023,10535,Shipped,TRK598362
DHL,18-11-2023,1319,12-11-2023,1319,Shipped,TRK246252
DHL,15-11-2023,7802,13-11-2023,7802,Shipped,TRK636741
DHL,16-11-2023,7769,13-11-2023,7769,Shipped,TRK270316
DHL,17-11-2023,10178,13-11-2023,10178,Shipped,TRK029617
DHL,17-11-2023,14615,13-11-2023,14615,Shipped,TRK245728
DHL,17-11-2023,4772,14-11-2023,4772,Shipped,TRK837180
DHL,19-11-2023,13502,14-11-2023,13502,Shipped,TRK298681
DHL,20-11-2023,2375,15-11-2023,2375,Shipped,TRK055220
DHL,22-11-2023,13907,15-11-2023,13907,Shipped,TRK311227
DHL,22-11-2023,14111,15-11-2023,14111,Shipped,TRK669467
DHL,18-11-2023,7373,16-11-2023,7373,Shipped,TRK097179
DHL,18-11-2023,5585,16-11-2023,5585,Shipped,TRK380448
DHL,24-11-2023,12632,16-11-2023,12632,Shipped,TRK736661
DHL,20-11-2023,14882,17-11-2023,14882,Shipped,TRK928396
DHL,22-11-2023,5822,18-11-2023,5822,Shipped,TRK632699
DHL,23-11-2023,6383,18-11-2023,6383,Shipped,TRK747055
DHL,26-11-2023,11924,18-11-2023,11924,Shipped,TRK210595
DHL,21-11-2023,3107,19-11-2023,3107,Shipped,TRK016337
DHL,21-11-2023,8663,19-11-2023,8663,Shipped,TRK688850
DHL,26-11-2023,7721,19-11-2023,7721,Shipped,TRK211050
DHL,26-11-2023,6074,19-11-2023,6074,Shipped,TRK535695
DHL,25-11-2023,9845,20-11-2023,9845,Shipped,TRK577734
DHL,26-11-2023,10799,20-11-2023,10799,Shipped,TRK304539
DHL,23-11-2023,5135,21-11-2023,5135,Shipped,TRK186163
DHL,24-11-2023,11381,21-11-2023,11381,Shipped,TRK926085
DHL,26-11-2023,2963,21-11-2023,2963,Shipped,TRK091762
DHL,27-11-2023,9185,21-11-2023,9185,Shipped,TRK042498
DHL,28-11-2023,4445,21-11-2023,4445,Shipped,TRK132621
DHL,28-11-2023,5813,21-11-2023,5813,Shipped,TRK153967
DHL,25-11-2023,12002,22-11-2023,12002,Shipped,TRK670476
DHL,29-11-2023,3173,22-11-2023,3173,Shipped,TRK691818
DHL,24-11-2023,9683,23-11-2023,9683,Shipped,TRK554487
DHL,28-11-2023,6098,23-11-2023,6098,Shipped,TRK204504
DHL,29-11-2023,3569,23-11-2023,3569,Shipped,TRK014547
DHL,26-11-2023,13217,24-11-2023,13217,Shipped,TRK877915
DHL,27-11-2023,13493,24-11-2023,13493,Shipped,TRK189406
DHL,28-11-2023,9623,24-11-2023,9623,Shipped,TRK291061
DHL,28-11-2023,5162,24-11-2023,5162,Shipped,TRK847236
DHL,02-12-2023,12377,24-11-2023,12377,Shipped,TRK778663
DHL,26-11-2023,10928,25-11-2023,10928,Shipped,TRK809878
DHL,27-11-2023,9296,25-11-2023,9296,Shipped,TRK377991
DHL,29-11-2023,13064,25-11-2023,13064,Shipped,TRK926188
DHL,29-11-2023,6011,26-11-2023,6011,Shipped,TRK385410
DHL,30-11-2023,9575,26-11-2023,9575,Shipped,TRK105872
DHL,30-11-2023,10019,26-11-2023,10019,Shipped,TRK333375
DHL,03-12-2023,10532,26-11-2023,10532,Shipped,TRK740930
DHL,04-12-2023,7949,27-11-2023,7949,Shipped,TRK529642
DHL,30-11-2023,8354,28-11-2023,8354,Shipped,TRK664001
DHL,01-12-2023,7553,28-11-2023,7553,Shipped,TRK312983
DHL,01-12-2023,3431,28-11-2023,3431,Shipped,TRK360360
DHL,01-12-2023,2711,28-11-2023,2711,Shipped,TRK473536
DHL,04-12-2023,13007,28-11-2023,13007,Shipped,TRK469148
DHL,04-12-2023,7622,28-11-2023,7622,Shipped,TRK503585
DHL,02-12-2023,8813,29-11-2023,8813,Shipped,TRK422199
DHL,02-12-2023,4139,29-11-2023,4139,Shipped,TRK642538
DHL,05-12-2023,14750,29-11-2023,14750,Shipped,TRK339183
DHL,03-12-2023,1928,30-11-2023,1928,Shipped,TRK611875
DHL,03-12-2023,14372,30-11-2023,14372,Shipped,TRK672073
DHL,05-12-2023,5975,30-11-2023,5975,Shipped,TRK412657
DHL,05-12-2023,5339,30-11-2023,5339,Shipped,TRK664297
DHL,06-12-2023,4757,30-11-2023,4757,Shipped,TRK677483
DHL,07-12-2023,1754,30-11-2023,1754,Shipped,TRK567459
DHL,03-12-2023,9446,01-12-2023,9446,Shipped,TRK791606
DHL,04-12-2023,11750,01-12-2023,11750,Shipped,TRK685849
DHL,04-12-2023,1910,01-12-2023,1910,Shipped,TRK711355
DHL,07-12-2023,2315,01-12-2023,2315,Shipped,TRK986211
DHL,08-12-2023,5741,01-12-2023,5741,Shipped,TRK380372
DHL,08-12-2023,2006,01-12-2023,2006,Shipped,TRK879286
DHL,04-12-2023,6866,02-12-2023,6866,Shipped,TRK839434
DHL,05-12-2023,4934,02-12-2023,4934,Shipped,TRK452145
DHL,10-12-2023,3287,02-12-2023,3287,Shipped,TRK431101
DHL,10-12-2023,11663,02-12-2023,11663,Shipped,TRK597662
DHL,04-12-2023,13121,03-12-2023,13121,Shipped,TRK784671
DHL,08-12-2023,8141,03-12-2023,8141,Shipped,TRK972484
DHL,10-12-2023,13577,03-12-2023,13577,Shipped,TRK220500
DHL,09-12-2023,12992,04-12-2023,12992,Shipped,TRK768518
DHL,10-12-2023,9089,04-12-2023,9089,Shipped,TRK695259
DHL,08-12-2023,8954,05-12-2023,8954,Shipped,TRK633074
DHL,09-12-2023,10385,05-12-2023,10385,Shipped,TRK288674
DHL,09-12-2023,3545,05-12-2023,3545,Shipped,TRK345914
DHL,09-12-2023,1634,05-12-2023,1634,Shipped,TRK787973
DHL,10-12-2023,2525,05-12-2023,2525,Shipped,TRK002249
DHL,10-12-2023,8549,05-12-2023,8549,Shipped,TRK699889
DHL,11-12-2023,8993,05-12-2023,8993,Shipped,TRK522709
DHL,07-12-2023,9356,06-12-2023,9356,Shipped,TRK623221
DHL,09-12-2023,1898,06-12-2023,1898,Shipped,TRK073892
DHL,11-12-2023,4277,06-12-2023,4277,Shipped,TRK007148
DHL,12-12-2023,6593,06-12-2023,6593,Shipped,TRK855908
DHL,08-12-2023,10673,07-12-2023,10673,Shipped,TRK033239
DHL,09-12-2023,7640,07-12-2023,7640,Shipped,TRK304625
DHL,09-12-2023,3260,07-12-2023,3260,Shipped,TRK490119
DHL,11-12-2023,9503,07-12-2023,9503,Shipped,TRK088554
DHL,11-12-2023,4307,07-12-2023,4307,Shipped,TRK961080
DHL,10-12-2023,2975,08-12-2023,2975,Shipped,TRK064739
DHL,12-12-2023,13313,08-12-2023,13313,Shipped,TRK852537
DHL,14-12-2023,12857,09-12-2023,12857,Shipped,TRK769033
DHL,15-12-2023,1451,09-12-2023,1451,Shipped,TRK200930
DHL,14-12-2023,11495,10-12-2023,11495,Shipped,TRK662860
DHL,16-12-2023,6173,10-12-2023,6173,Shipped,TRK741599
DHL,13-12-2023,1313,11-12-2023,1313,Shipped,TRK001255
DHL,13-12-2023,2099,11-12-2023,2099,Shipped,TRK909048
DHL,14-12-2023,11120,11-12-2023,11120,Shipped,TRK745310
DHL,14-12-2023,1499,11-12-2023,1499,Shipped,TRK942808
DHL,16-12-2023,5882,11-12-2023,5882,Shipped,TRK364410
DHL,16-12-2023,5654,11-12-2023,5654,Shipped,TRK495502
DHL,17-12-2023,14729,11-12-2023,14729,Shipped,TRK584369
DHL,17-12-2023,6113,11-12-2023,6113,Shipped,TRK676890
DHL,18-12-2023,1559,11-12-2023,1559,Shipped,TRK790236
DHL,14-12-2023,7646,12-12-2023,7646,Shipped,TRK734060
DHL,15-12-2023,4706,12-12-2023,4706,Shipped,TRK111344
DHL,15-12-2023,14012,12-12-2023,14012,Shipped,TRK805271
DHL,16-12-2023,2945,12-12-2023,2945,Shipped,TRK683924
DHL,19-12-2023,2549,12-12-2023,2549,Shipped,TRK946362
DHL,15-12-2023,6587,13-12-2023,6587,Shipped,TRK126078
DHL,15-12-2023,13667,13-12-2023,13667,Shipped,TRK530916
DHL,19-12-2023,2522,13-12-2023,2522,Shipped,TRK915783
DHL,16-12-2023,2384,14-12-2023,2384,Shipped,TRK215200
DHL,16-12-2023,4130,14-12-2023,4130,Shipped,TRK368097
DHL,16-12-2023,6308,14-12-2023,6308,Shipped,TRK629306
DHL,18-12-2023,10439,14-12-2023,10439,Shipped,TRK209824
DHL,19-12-2023,2882,14-12-2023,2882,Shipped,TRK384908
DHL,19-12-2023,9557,15-12-2023,9557,Shipped,TRK244214
DHL,20-12-2023,14363,15-12-2023,14363,Shipped,TRK185811
DHL,20-12-2023,10442,15-12-2023,10442,Shipped,TRK982513
DHL,22-12-2023,7856,15-12-2023,7856,Shipped,TRK424666
DHL,20-12-2023,11564,16-12-2023,11564,Shipped,TRK524134
DHL,20-12-2023,11771,16-12-2023,11771,Shipped,TRK876759
DHL,21-12-2023,13601,17-12-2023,13601,Shipped,TRK507021
DHL,24-12-2023,4580,17-12-2023,4580,Shipped,TRK646874
DHL,24-12-2023,2234,18-12-2023,2234,Shipped,TRK839372
DHL,25-12-2023,9701,18-12-2023,9701,Shipped,TRK335318
DHL,24-12-2023,6473,19-12-2023,6473,Shipped,TRK519251
DHL,25-12-2023,8456,19-12-2023,8456,Shipped,TRK088615
DHL,25-12-2023,6386,19-12-2023,6386,Shipped,TRK316426
DHL,25-12-2023,1475,19-12-2023,1475,Shipped,TRK510826
DHL,23-12-2023,9071,20-12-2023,9071,Shipped,TRK169170
DHL,23-12-2023,11723,20-12-2023,11723,Shipped,TRK610717
DHL,23-12-2023,1145,20-12-2023,1145,Shipped,TRK811839
DHL,25-12-2023,5441,20-12-2023,5441,Shipped,TRK044964
DHL,26-12-2023,3152,20-12-2023,3152,Shipped,TRK626454
DHL,27-12-2023,1400,20-12-2023,1400,Shipped,TRK199213
DHL,22-12-2023,8336,21-12-2023,8336,Shipped,TRK122998
DHL,22-12-2023,14105,21-12-2023,14105,Shipped,TRK159832
DHL,23-12-2023,6692,21-12-2023,6692,Shipped,TRK207624
DHL,23-12-2023,8375,21-12-2023,8375,Shipped,TRK345800
DHL,24-12-2023,9839,21-12-2023,9839,Shipped,TRK985955
DHL,25-12-2023,14408,21-12-2023,14408,Shipped,TRK010106
DHL,28-12-2023,6500,21-12-2023,6500,Shipped,TRK208639
DHL,25-12-2023,4946,22-12-2023,4946,Shipped,TRK524661
DHL,25-12-2023,5891,22-12-2023,5891,Shipped,TRK913120
DHL,28-12-2023,11033,22-12-2023,11033,Shipped,TRK896615
DHL,29-12-2023,14345,22-12-2023,14345,Shipped,TRK793935
DHL,27-12-2023,10409,23-12-2023,10409,Shipped,TRK514176
DHL,29-12-2023,4724,23-12-2023,4724,Shipped,TRK982429
DHL,28-12-2023,5546,24-12-2023,5546,Shipped,TRK564073
DHL,28-12-2023,2930,24-12-2023,2930,Shipped,TRK784888
DHL,31-12-2023,8513,24-12-2023,8513,Shipped,TRK055776
DHL,31-12-2023,3335,24-12-2023,3335,Shipped,TRK248172
DHL,31-12-2023,3095,24-12-2023,3095,Shipped,TRK857658
DHL,26-12-2023,6068,25-12-2023,6068,Shipped,TRK876742
DHL,29-12-2023,4790,25-12-2023,4790,Shipped,TRK573463
DHL,29-12-2023,12683,25-12-2023,12683,Shipped,TRK575358
DHL,30-12-2023,13802,25-12-2023,13802,Shipped,TRK712243
DHL,31-12-2023,4103,25-12-2023,4103,Shipped,TRK704907
DHL,27-12-2023,1505,26-12-2023,1505,Shipped,TRK042981
DHL,30-12-2023,1409,26-12-2023,1409,Shipped,TRK562854
DHL,01-01-2024,9323,26-12-2023,9323,Shipped,TRK318396
DHL,30-12-2023,11291,27-12-2023,11291,Shipped,TRK583385
DHL,31-12-2023,12650,27-12-2023,12650,Shipped,TRK439544
DHL,01-01-2024,12131,27-12-2023,12131,Shipped,TRK357462
DHL,03-01-2024,10688,27-12-2023,10688,Shipped,TRK161560
DHL,03-01-2024,9038,27-12-2023,9038,Shipped,TRK391297
DHL,01-01-2024,14711,28-12-2023,14711,Shipped,TRK327443
DHL,02-01-2024,9509,28-12-2023,9509,Shipped,TRK708242
DHL,02-01-2024,1529,28-12-2023,1529,Shipped,TRK877583
DHL,30-12-2023,2390,29-12-2023,2390,Shipped,TRK367460
DHL,31-12-2023,12572,29-12-2023,12572,Shipped,TRK908577
DHL,01-01-2024,5072,29-12-2023,5072,Shipped,TRK439573
DHL,02-01-2024,4319,29-12-2023,4319,Shipped,TRK669166
DHL,03-01-2024,1556,29-12-2023,1556,Shipped,TRK209476
DHL,05-01-2024,7346,30-12-2023,7346,Shipped,TRK568413
DHL,06-01-2024,11285,30-12-2023,11285,Shipped,TRK689644
DHL,02-01-2024,8051,31-12-2023,8051,Shipped,TRK480706
DHL,04-01-2024,5084,31-12-2023,5084,Shipped,TRK501564
DHL,04-01-2024,6944,31-12-2023,6944,Shipped,TRK603910
DHL,05-01-2024,12371,31-12-2023,12371,Shipped,TRK168724
DHL,05-01-2024,13415,31-12-2023,13415,Shipped,TRK746749
DHL,02-01-2024,10802,01-01-2024,10802,Shipped,TRK476178
DHL,07-01-2024,3998,01-01-2024,3998,Shipped,TRK344794
DHL,08-01-2024,7583,01-01-2024,7583,Shipped,TRK451387
DHL,06-01-2024,2876,02-01-2024,2876,Shipped,TRK656906
DHL,07-01-2024,13949,02-01-2024,13949,Shipped,TRK780286
DHL,04-01-2024,7496,03-01-2024,7496,Shipped,TRK198221
DHL,04-01-2024,2984,03-01-2024,2984,Shipped,TRK409305
DHL,07-01-2024,14633,03-01-2024,14633,Shipped,TRK618217
DHL,06-01-2024,11987,04-01-2024,11987,Shipped,TRK344699
DHL,07-01-2024,9329,04-01-2024,9329,Shipped,TRK024332
DHL,08-01-2024,8312,04-01-2024,8312,Shipped,TRK428046
DHL,09-01-2024,4463,04-01-2024,4463,Shipped,TRK108078
DHL,11-01-2024,4595,04-01-2024,4595,Shipped,TRK009598
DHL,06-01-2024,13325,05-01-2024,13325,Shipped,TRK121101
DHL,08-01-2024,14963,06-01-2024,14963,Shipped,TRK126071
DHL,08-01-2024,9875,06-01-2024,9875,Shipped,TRK750979
DHL,08-01-2024,5618,06-01-2024,5618,Shipped,TRK893738
DHL,09-01-2024,10334,06-01-2024,10334,Shipped,TRK742535
DHL,10-01-2024,12230,07-01-2024,12230,Shipped,TRK357176
DHL,10-01-2024,9716,07-01-2024,9716,Shipped,TRK915417
DHL,11-01-2024,14249,07-01-2024,14249,Shipped,TRK049429
DHL,12-01-2024,7880,07-01-2024,7880,Shipped,TRK873070
DHL,13-01-2024,6632,07-01-2024,6632,Shipped,TRK020965
DHL,13-01-2024,13790,07-01-2024,13790,Shipped,TRK406474
DHL,13-01-2024,4718,07-01-2024,4718,Shipped,TRK768272
DHL,10-01-2024,7742,08-01-2024,7742,Shipped,TRK810315
DHL,11-01-2024,9350,08-01-2024,9350,Shipped,TRK187943
DHL,13-01-2024,5456,08-01-2024,5456,Shipped,TRK740024
DHL,14-01-2024,6368,08-01-2024,6368,Shipped,TRK479682
DHL,15-01-2024,5429,08-01-2024,5429,Shipped,TRK572814
DHL,16-01-2024,2288,08-01-2024,2288,Shipped,TRK878712
DHL,16-01-2024,6983,08-01-2024,6983,Shipped,TRK969053
DHL,13-01-2024,13589,09-01-2024,13589,Shipped,TRK630884
DHL,14-01-2024,8981,09-01-2024,8981,Shipped,TRK161669
DHL,14-01-2024,5657,09-01-2024,5657,Shipped,TRK403621
DHL,11-01-2024,13244,10-01-2024,13244,Shipped,TRK879899
DHL,12-01-2024,8582,10-01-2024,8582,Shipped,TRK384922
DHL,14-01-2024,3521,10-01-2024,3521,Shipped,TRK116979
DHL,14-01-2024,10565,10-01-2024,10565,Shipped,TRK840269
DHL,18-01-2024,7997,10-01-2024,7997,Shipped,TRK314717
DHL,18-01-2024,11417,10-01-2024,11417,Shipped,TRK393725
DHL,18-01-2024,3464,10-01-2024,3464,Shipped,TRK491084
DHL,16-01-2024,11423,11-01-2024,11423,Shipped,TRK412178
DHL,17-01-2024,1247,11-01-2024,1247,Shipped,TRK975575
DHL,18-01-2024,7352,11-01-2024,7352,Shipped,TRK615964
DHL,14-01-2024,9698,12-01-2024,9698,Shipped,TRK439216
DHL,14-01-2024,8759,12-01-2024,8759,Shipped,TRK512872
DHL,14-01-2024,4256,12-01-2024,4256,Shipped,TRK894769
DHL,14-01-2024,1151,12-01-2024,1151,Shipped,TRK998952
DHL,16-01-2024,10508,12-01-2024,10508,Shipped,TRK682703
DHL,20-01-2024,5816,12-01-2024,5816,Shipped,TRK004830
DHL,14-01-2024,10208,13-01-2024,10208,Shipped,TRK034911
DHL,17-01-2024,13559,13-01-2024,13559,Shipped,TRK302881
DHL,19-01-2024,10583,13-01-2024,10583,Shipped,TRK506117
DHL,16-01-2024,3491,14-01-2024,3491,Shipped,TRK559837
DHL,18-01-2024,5444,14-01-2024,5444,Shipped,TRK234627
